2.735600247979164124e-02,2.746102958917617798e-02,2.749583125114440918e-02,2.774449251592159271e-02,2.796278893947601318e-02,2.811799943447113037e-02,2.809809334576129913e-02,2.810363471508026123e-02,2.829298749566078186e-02,2.853485941886901855e-02,2.873017452657222748e-02,2.887849882245063782e-02,2.894861623644828796e-02,2.892231196165084839e-02,2.896601334214210510e-02,2.917801588773727417e-02,2.946683205664157867e-02,2.975207008421421051e-02,2.983327396214008331e-02,2.984601631760597229e-02,2.980660088360309601e-02,2.982883341610431671e-02,2.998013049364089966e-02,3.034267760813236237e-02,3.052918985486030579e-02,3.058876842260360718e-02,3.045479580760002136e-02,3.037776239216327667e-02,3.042365983128547668e-02,3.075527958571910858e-02,3.099052608013153076e-02,3.122477233409881592e-02,3.115965425968170166e-02,3.100561350584030151e-02,3.074767068028450012e-02,3.073913231492042542e-02,3.086295723915100098e-02,3.123175725340843201e-02,3.132368624210357666e-02,3.126738220453262329e-02,3.093873709440231323e-02,3.066529892385005951e-02,3.045599535107612610e-02,3.056225739419460297e-02,3.067288734018802643e-02,3.084214963018894196e-02,3.070272505283355713e-02,3.051164746284484863e-02,3.028279356658458710e-02,3.020829521119594574e-02,3.015888296067714691e-02,3.029681369662284851e-02,3.031472302973270416e-02,3.029100038111209869e-02,3.004739992320537567e-02,2.978733368217945099e-02,2.957740239799022675e-02,2.958782017230987549e-02,2.955579012632369995e-02,2.956612221896648407e-02,2.950283139944076538e-02,2.934573031961917877e-02,2.907406724989414215e-02,2.878393605351448059e-02,2.857419662177562714e-02,2.850907295942306519e-02,2.845998853445053101e-02,2.836373634636402130e-02,2.813617140054702759e-02,2.776955254375934601e-02,2.756172791123390198e-02,2.752687968313694000e-02,2.758152410387992859e-02,2.765521779656410217e-02
2.731680683791637421e-02,2.745931968092918396e-02,2.760362066328525543e-02,2.789687179028987885e-02,2.809789031744003296e-02,2.821052260696887970e-02,2.816882357001304626e-02,2.820225059986114502e-02,2.840610221028327942e-02,2.865173667669296265e-02,2.888520248234272003e-02,2.909456007182598114e-02,2.913306280970573425e-02,2.902144379913806915e-02,2.902924828231334686e-02,2.927152067422866821e-02,2.960163727402687073e-02,2.996674366295337677e-02,3.002529963850975037e-02,3.004770912230014801e-02,2.995011024177074432e-02,2.984880469739437103e-02,2.998493239283561707e-02,3.044737130403518677e-02,3.068198263645172119e-02,3.074590489268302917e-02,3.057601302862167358e-02,3.036577813327312469e-02,3.040682896971702576e-02,3.080474212765693665e-02,3.116232343018054962e-02,3.154277428984642029e-02,3.150644153356552124e-02,3.126640617847442627e-02,3.093523718416690826e-02,3.086424060165882111e-02,3.104666061699390411e-02,3.158894181251525879e-02,3.175758942961692810e-02,3.171919286251068115e-02,3.135720640420913696e-02,3.087424673140048981e-02,3.057582676410675049e-02,3.066284582018852234e-02,3.084337525069713593e-02,3.105476312339305878e-02,3.097510337829589844e-02,3.072881326079368591e-02,3.047479130327701569e-02,3.027881681919097900e-02,3.022695519030094147e-02,3.042884543538093567e-02,3.053351677954196930e-02,3.054801188409328461e-02,3.034877032041549683e-02,3.003044798970222473e-02,2.983540855348110199e-02,2.980253100395202637e-02,2.978931181132793427e-02,2.985363453626632690e-02,2.982303686439990997e-02,2.964102290570735931e-02,2.927258796989917755e-02,2.890088222920894623e-02,2.863929606974124908e-02,2.857230231165885925e-02,2.853225357830524445e-02,2.845348604023456573e-02,2.815845608711242676e-02,2.774089388549327850e-02,2.749511972069740295e-02,2.737500146031379700e-02,2.731188200414180756e-02,2.724521979689598083e-02
2.735946699976921082e-02,2.767387405037879944e-02,2.779772318899631500e-02,2.804845944046974182e-02,2.820052020251750946e-02,2.831981703639030457e-02,2.828240580856800079e-02,2.838881872594356537e-02,2.857670560479164124e-02,2.881600521504878998e-02,2.911417558789253235e-02,2.932708524167537689e-02,2.935853414237499237e-02,2.921132929623126984e-02,2.921700291335582733e-02,2.941455505788326263e-02,2.983116172254085541e-02,3.011830151081085205e-02,3.020717017352581024e-02,3.013683110475540161e-02,2.999910525977611542e-02,2.979618310928344727e-02,2.997577004134654999e-02,3.042696975171566010e-02,3.073369897902011871e-02,3.080625832080841064e-02,3.064458817243576050e-02,3.031765110790729523e-02,3.040633350610733032e-02,3.081828914582729340e-02,3.135869652032852173e-02,3.170804679393768311e-02,3.175365179777145386e-02,3.142012655735015869e-02,3.101995214819908142e-02,3.080295398831367493e-02,3.111039102077484131e-02,3.164588660001754761e-02,3.197214752435684204e-02,3.196597844362258911e-02,3.161357343196868896e-02,3.101016394793987274e-02,3.070325404405593872e-02,3.074470721185207367e-02,3.098739869892597198e-02,3.123300336301326752e-02,3.118271939456462860e-02,3.091631643474102020e-02,3.060635179281234741e-02,3.031960316002368927e-02,3.032392822206020355e-02,3.054449148476123810e-02,3.072851523756980896e-02,3.081616759300231934e-02,3.061437048017978668e-02,3.026071377098560333e-02,3.002684190869331360e-02,3.000972606241703033e-02,3.004254028201103210e-02,3.012776561081409454e-02,3.008622862398624420e-02,2.991084009408950806e-02,2.947929874062538147e-02,2.898708358407020569e-02,2.871712297201156616e-02,2.868331037461757660e-02,2.867144718766212463e-02,2.857288345694541931e-02,2.828458696603775024e-02,2.785772643983364105e-02,2.765809185802936554e-02,2.755024842917919159e-02,2.746054157614707947e-02,2.731158398091793060e-02
2.737260796129703522e-02,2.765931561589241028e-02,2.781413123011589050e-02,2.799371071159839630e-02,2.814923971891403198e-02,2.826169878244400024e-02,2.825641818344593048e-02,2.838842384517192841e-02,2.865409851074218750e-02,2.891115657985210419e-02,2.921130880713462830e-02,2.946021407842636108e-02,2.952543832361698151e-02,2.937050350010395050e-02,2.937714010477066040e-02,2.963550947606563568e-02,3.003301098942756653e-02,3.032973222434520721e-02,3.040112927556037903e-02,3.033259138464927673e-02,3.015909902751445770e-02,2.992120571434497833e-02,3.009289316833019257e-02,3.063492849469184875e-02,3.093174658715724945e-02,3.099610097706317902e-02,3.081866912543773651e-02,3.048075363039970398e-02,3.053051792085170746e-02,3.103710524737834930e-02,3.155806288123130798e-02,3.189199790358543396e-02,3.191209957003593445e-02,3.152387589216232300e-02,3.108036145567893982e-02,3.087957575917243958e-02,3.117360360920429230e-02,3.173069655895233154e-02,3.210989385843276978e-02,3.200917690992355347e-02,3.172281756997108459e-02,3.111859038472175598e-02,3.076897934079170227e-02,3.092976659536361694e-02,3.120229393243789673e-02,3.142119199037551880e-02,3.139233961701393127e-02,3.109533339738845825e-02,3.074814565479755402e-02,3.043396584689617157e-02,3.043640032410621643e-02,3.072451241314411163e-02,3.093681298196315765e-02,3.099840320646762848e-02,3.080439753830432892e-02,3.040880896151065826e-02,3.023266233503818512e-02,3.004401363432407379e-02,3.004722483456134796e-02,3.028536960482597351e-02,3.037304989993572235e-02,3.010352887213230133e-02,2.963657490909099579e-02,2.906284667551517487e-02,2.880090475082397461e-02,2.880932390689849854e-02,2.878989093005657196e-02,2.865436300635337830e-02,2.834479883313179016e-02,2.786782756447792053e-02,2.762528136372566223e-02,2.754032239317893982e-02,2.743306569755077362e-02,2.744621038436889648e-02
2.734621986746788025e-02,2.763114310801029205e-02,2.777735516428947449e-02,2.798687666654586792e-02,2.817739732563495636e-02,2.830233797430992126e-02,2.827519550919532776e-02,2.840376086533069611e-02,2.865899726748466492e-02,2.894538268446922302e-02,2.923630923032760620e-02,2.948811650276184082e-02,2.952733635902404785e-02,2.937369234859943390e-02,2.937755361199378967e-02,2.963462099432945251e-02,3.010567650198936462e-02,3.045808710157871246e-02,3.056367859244346619e-02,3.048340976238250732e-02,3.029497340321540833e-02,3.003596886992454529e-02,3.025532513856887817e-02,3.080269694328308105e-02,3.114961460232734680e-02,3.122856095433235168e-02,3.108153305947780609e-02,3.069408610463142395e-02,3.071499988436698914e-02,3.121054545044898987e-02,3.174623474478721619e-02,3.208370134234428406e-02,3.190788999199867249e-02,3.157082572579383850e-02,3.110672719776630402e-02,3.092247433960437775e-02,3.124863095581531525e-02,3.178843483328819275e-02,3.233847394585609436e-02,3.250188380479812622e-02,3.192511573433876038e-02,3.081034868955612183e-02,3.082956187427043915e-02,3.098696470260620117e-02,3.128311038017272949e-02,3.155141323804855347e-02,3.153637424111366272e-02,3.127381578087806702e-02,3.088678233325481415e-02,3.048582002520561218e-02,3.062317892909049988e-02,3.078579343855381012e-02,3.100357763469219208e-02,3.109182231128215790e-02,3.094695694744586945e-02,2.999150007963180542e-02,2.998411841690540314e-02,3.005305677652359009e-02,3.008275665342807770e-02,3.001248463988304138e-02,2.974259294569492340e-02,3.026191703975200653e-02,2.915393002331256866e-02,2.922596409916877747e-02,2.888278290629386902e-02,2.891895920038223267e-02,2.886760421097278595e-02,2.871363051235675812e-02,2.836170047521591187e-02,2.784712426364421844e-02,2.757725119590759277e-02,2.747793868184089661e-02,2.743409946560859680e-02,2.748375944793224335e-02
2.739680744707584381e-02,2.764433808624744415e-02,2.778484113514423370e-02,2.798553556203842163e-02,2.820104733109474182e-02,2.834751084446907043e-02,2.832168526947498322e-02,2.843011729419231415e-02,2.870358340442180634e-02,2.897001989185810089e-02,2.928639948368072510e-02,2.955495566129684448e-02,2.961887232959270477e-02,2.945806831121444702e-02,2.942966297268867493e-02,2.976777032017707825e-02,3.026431985199451447e-02,3.065076470375061035e-02,3.073580376803874969e-02,3.065325878560543060e-02,3.040200658142566681e-02,3.017450869083404541e-02,3.038768470287322998e-02,3.097136132419109344e-02,3.126285970211029053e-02,3.132541477680206299e-02,3.112515620887279510e-02,3.074538893997669220e-02,3.074396029114723206e-02,3.129498288035392761e-02,3.154414519667625427e-02,3.198836743831634521e-02,3.252442926168441772e-02,3.180968388915061951e-02,3.100428543984889984e-02,3.024914115667343140e-02,3.064664453268051147e-02,3.161352127790451050e-02,3.252759203314781189e-02,3.232564032077789307e-02,3.199964016675949097e-02,3.128259629011154175e-02,3.106322139501571655e-02,3.071646019816398621e-02,3.136488422751426697e-02,3.116975910961627960e-02,3.136783093214035034e-02,3.116967715322971344e-02,3.119629621505737305e-02,3.062435612082481384e-02,2.978133223950862885e-02,3.039460629224777222e-02,3.109270893037319183e-02,3.112224489450454712e-02,3.044763393700122833e-02,2.991828136146068573e-02,3.051674924790859222e-02,2.994279935956001282e-02,3.011098876595497131e-02,3.048253245651721954e-02,3.009962476789951324e-02,3.041972219944000244e-02,2.973159961402416229e-02,2.865435183048248291e-02,2.895614504814147949e-02,2.896372601389884949e-02,2.890856936573982239e-02,2.870521135628223419e-02,2.835610695183277130e-02,2.785047702491283417e-02,2.758520655333995819e-02,2.751237340271472931e-02,2.744654938578605652e-02,2.747688069939613342e-02
2.749447152018547058e-02,2.769745327532291412e-02,2.779336646199226379e-02,2.799958735704421997e-02,2.822232060134410858e-02,2.837762981653213501e-02,2.831957302987575531e-02,2.845294028520584106e-02,2.872215397655963898e-02,2.907185256481170654e-02,2.943842299282550812e-02,2.970327250659465790e-02,2.976150438189506531e-02,2.962214685976505280e-02,2.961651049554347992e-02,2.993999421596527100e-02,3.045734949409961700e-02,3.083047643303871155e-02,3.097315132617950439e-02,3.083137422800064087e-02,3.054251521825790405e-02,3.029313310980796814e-02,3.053287416696548462e-02,3.102761507034301758e-02,3.131058439612388611e-02,3.130634874105453491e-02,3.113229013979434967e-02,3.070739656686782837e-02,3.072204068303108215e-02,3.115241974592208862e-02,3.095426596701145172e-02,3.177068009972572327e-02,3.196084871888160706e-02,3.158438205718994141e-02,3.093816153705120087e-02,3.018062934279441833e-02,3.110801801085472107e-02,3.190164268016815186e-02,3.236261755228042603e-02,3.223153203725814819e-02,3.170157596468925476e-02,3.098866343498229980e-02,3.061336278915405273e-02,3.084326162934303284e-02,3.149930387735366821e-02,3.158310428261756897e-02,3.129636123776435852e-02,3.160263597965240479e-02,3.077261336147785187e-02,3.045519068837165833e-02,3.048031963407993317e-02,3.117390722036361694e-02,3.098204918205738068e-02,3.109316341578960419e-02,2.955498732626438141e-02,3.052203543484210968e-02,3.000588715076446533e-02,2.992694266140460968e-02,3.010975196957588196e-02,3.029678948223590851e-02,3.041098080575466156e-02,3.019623272120952606e-02,3.010959737002849579e-02,2.897336520254611969e-02,2.899681963026523590e-02,2.904351428151130676e-02,2.897320315241813660e-02,2.874991670250892639e-02,2.836913056671619415e-02,2.780720777809619904e-02,2.753491699695587158e-02,2.744087018072605133e-02,2.742941677570343018e-02,2.749465219676494598e-02
2.751892618834972382e-02,2.768403850495815277e-02,2.778398059308528900e-02,2.799416147172451019e-02,2.826860733330249786e-02,2.845447324216365814e-02,2.839363552629947662e-02,2.845878526568412781e-02,2.878759242594242096e-02,2.916008234024047852e-02,2.952000312507152557e-02,2.981155551970005035e-02,2.989873476326465607e-02,2.974660322070121765e-02,2.972461469471454620e-02,3.005485609173774719e-02,3.051901608705520630e-02,3.088713623583316803e-02,3.103296644985675812e-02,3.090626373887062073e-02,3.059370070695877075e-02,3.034752421081066132e-02,3.054207377135753632e-02,3.106519021093845367e-02,3.131784126162528992e-02,3.131134808063507080e-02,3.108137473464012146e-02,3.068391606211662292e-02,3.074199333786964417e-02,3.106984123587608337e-02,3.157574683427810669e-02,3.200187161564826965e-02,3.207746893167495728e-02,3.173037245869636536e-02,3.124100156128406525e-02,3.098593093454837799e-02,3.136762976646423340e-02,3.198294714093208313e-02,3.218879550695419312e-02,3.195630759000778198e-02,3.145388513803482056e-02,3.073481470346450806e-02,3.051416017115116119e-02,3.084203973412513733e-02,3.123501315712928772e-02,3.133660927414894104e-02,3.125245496630668640e-02,3.106608614325523376e-02,3.058676421642303467e-02,3.010452724993228912e-02,3.032583743333816528e-02,3.075060248374938965e-02,3.135519474744796753e-02,3.071736171841621399e-02,3.095702454447746277e-02,3.028786182403564453e-02,2.972258254885673523e-02,2.978527918457984924e-02,3.003907576203346252e-02,3.028585761785507202e-02,3.039261326193809509e-02,3.016626089811325073e-02,2.916029840707778931e-02,2.904725447297096252e-02,2.906295284628868103e-02,2.913098782300949097e-02,2.904519252479076385e-02,2.878651395440101624e-02,2.838987857103347778e-02,2.782953716814517975e-02,2.753269299864768982e-02,2.746562473475933075e-02,2.741036936640739441e-02,2.748570591211318970e-02
2.747599594295024872e-02,2.767104282975196838e-02,2.779823355376720428e-02,2.803932875394821167e-02,2.828782610595226288e-02,2.854267694056034088e-02,2.844831533730030060e-02,2.849832735955715179e-02,2.882188931107521057e-02,2.921764366328716278e-02,2.960185147821903229e-02,2.988129481673240662e-02,2.998031675815582275e-02,2.984022907912731171e-02,2.983682788908481598e-02,3.012360446155071259e-02,3.055696375668048859e-02,3.093017823994159698e-02,3.110838681459426880e-02,3.091390989720821381e-02,3.057887218892574310e-02,3.036502003669738770e-02,3.062031790614128113e-02,3.110748343169689178e-02,3.134863078594207764e-02,3.132543340325355530e-02,3.113789856433868408e-02,3.072072751820087433e-02,3.076066635549068451e-02,3.125616535544395447e-02,3.164347633719444275e-02,3.208182007074356079e-02,3.197147697210311890e-02,3.167377784848213196e-02,3.125967830419540405e-02,3.111194632947444916e-02,3.150867670774459839e-02,3.213384374976158142e-02,3.220809996128082275e-02,3.197338804602622986e-02,3.143178299069404602e-02,3.076023608446121216e-02,3.047777153551578522e-02,3.088087588548660278e-02,3.124819882214069366e-02,3.149324655532836914e-02,3.140639886260032654e-02,3.097363747656345367e-02,3.035620786249637604e-02,3.001609630882740021e-02,3.011605888605117798e-02,3.069535084068775177e-02,3.108891658484935760e-02,3.117001987993717194e-02,3.079290501773357391e-02,3.012210130691528320e-02,2.972030267119407654e-02,2.984070591628551483e-02,3.019898384809494019e-02,3.032113984227180481e-02,3.028181754052639008e-02,3.030005283653736115e-02,2.990629710257053375e-02,2.937372028827667236e-02,2.912493795156478882e-02,2.926901169121265411e-02,2.917594276368618011e-02,2.890068851411342621e-02,2.846178039908409119e-02,2.784284576773643494e-02,2.754219062626361847e-02,2.743937447667121887e-02,2.743062376976013184e-02,2.749172598123550415e-02
2.744705975055694580e-02,2.765890024602413177e-02,2.781790867447853088e-02,2.804749086499214172e-02,2.831968106329441071e-02,2.860999293625354767e-02,2.852160856127738953e-02,2.849118597805500031e-02,2.881225571036338806e-02,2.921979129314422607e-02,2.959699183702468872e-02,2.991903200745582581e-02,3.005040809512138367e-02,2.991934493184089661e-02,2.990841679275035858e-02,3.018163144588470459e-02,3.060987219214439392e-02,3.100435063242912292e-02,3.119277954101562500e-02,3.102375566959381104e-02,3.065508231520652771e-02,3.046514838933944702e-02,3.071101754903793335e-02,3.118942864239215851e-02,3.139658272266387939e-02,3.131716325879096985e-02,3.108052909374237061e-02,3.068845905363559723e-02,3.075764328241348267e-02,3.137943893671035767e-02,3.135608509182929993e-02,3.222687914967536926e-02,3.199478238821029663e-02,3.164296597242355347e-02,3.129025921225547791e-02,3.111103549599647522e-02,3.160232678055763245e-02,3.219525143504142761e-02,3.235662728548049927e-02,3.211080655455589294e-02,3.159016370773315430e-02,3.085649758577346802e-02,3.067197650671005249e-02,3.091969341039657593e-02,3.131923824548721313e-02,3.145766630768775940e-02,3.134672343730926514e-02,3.100727498531341553e-02,3.045824542641639709e-02,3.011068329215049744e-02,3.022231161594390869e-02,3.071897290647029877e-02,3.109951876103878021e-02,3.105788305401802063e-02,3.076145052909851074e-02,3.022557869553565979e-02,2.989285625517368317e-02,2.993624843657016754e-02,3.046309389173984528e-02,2.993746101856231689e-02,3.094810433685779572e-02,2.979526855051517487e-02,2.955268509685993195e-02,2.934403903782367706e-02,2.914982661604881287e-02,2.933950722217559814e-02,2.925978228449821472e-02,2.897112257778644562e-02,2.853817306458950043e-02,2.791409008204936981e-02,2.757416479289531708e-02,2.749305404722690582e-02,2.742689847946166992e-02,2.749355696141719818e-02
